n_cell,p,mean_AE,var_AE,q95_AE,mean_ARE,var_ARE,q95_ARE,mean_ASE,var_ASE,q95_ASE,mean_LAE,var_LAE,q95_LAE,mean_TSE,var_TSE,q95_TSE
10000,0.01,0.00078877,3.53221209220922e-07,0.0019,0.078877,0.00353221209220922,0.19,0.00792743677542009,3.56789100223154e-05,0.019095718489925,-7.51014555402041,0.934939006433782,-6.26590139280974,2.76606754073445,0.844102167691716,3.984355911985
10000,0.03,0.00137661,1.07740414831483e-06,0.0034,0.045887,0.00119711572034981,0.113333333333333,0.0080698307363539,3.70241975365921e-05,0.0199311529798587,-6.96545433376861,1.00984084984071,-5.68397984736002,3.29914012668213,0.945093032706458,4.56603941934371
10000,0.05,0.001717275,1.66476180055506e-06,0.0042,0.0343455,0.000665904720222022,0.084,0.00787939808765138,3.50476168537906e-05,0.0192709216451272,-6.75464166527275,1.07003411270976,-5.47267075369281,3.50810415008202,1.00709958660582,4.77731124202627
10000,0.1,0.002389045,3.25962570054505e-06,0.0058,0.02389045,0.000325962570054505,0.058,0.00796348333333333,3.62180633393895e-05,0.0193333333333333,-6.43338634348851,1.11476106740786,-5.14989736142976,3.82573396534685,1.06436139052995,5.10005092610553
10000,0.3,0.00366258,7.54484572817281e-06,0.00900000000000001,0.0122086,8.38316192019202e-05,0.03,0.00799240480420541,3.59278368008229e-05,0.0196396101212393,-6.00517973183489,1.12440799355561,-4.71053070164592,4.25038718330022,1.08908466434821,5.53939585503804
10000,0.5,0.003991945,9.20132649962497e-06,0.00980000000000003,0.00798389,3.68053059984999e-05,0.0196000000000001,0.00798389,3.68053059984999e-05,0.0196000000000001,-5.93085110114468,1.16851877717953,-4.62537289330561,4.32457020176892,1.13328006321823,5.62455124606779
